# formation.dat
# T X Y Z 
 17925 1210 1925 0
 18000 1210 1925 0
 18075 1210 1925 0
 18150 1210 1925 0
 18225 1210 1925 0
 18300 1210 1925 0
 18375 1207 1939 0
 18450 1207 1939 0
 18525 1207 1939 0
 18675 1207 1939 0
 18750 1207 1939 0
 18825 1207 1939 0
 18900 1207 1939 0
 18975 1207 1939 0
 19050 1207 1939 0
 19125 1207 1939 0
 19200 1207 1939 0
 19275 1207 1939 0
 19350 1207 1939 0
 19425 1207 1939 0
 19500 1207 1939 0
 19575 1207 1939 0
 19650 1207 1939 0
 19725 1207 1939 0
 19875 1176 1939 0
 19950 1159 1939 0
 20025 1142 1939 0
 20100 1125 1939 0
 20175 1108 1939 0
 20250 1091 1939 0
