#iRobot2.data
# T X Y Z S 
 0 2 0 0 0.0
 100 5 -2 0 0.0
 200 4 -5 0 0.0
 300 4 -2 0 0.0
 400 4 -5 0 0.0
 500 5 -7 0 8.25
 600 5 -5 0 16.5
 700 2 -5 0 28.575
 800 5 -4 0 32.7
 900 5 -4 0 35.925000000000004
 1000 8 -7 0 41.025
 1100 19 6 0 41.025
 1200 33 15 0 41.025
 1300 58 38 0 41.025
 1400 72 46 0 41.025
 1500 83 57 0 41.025
 1600 105 78 0 41.025
 1700 116 87 0 41.025
 1900 141 111 0 41.025
 2000 147 122 0 41.025
 2200 183 152 0 41.025
 2300 196 160 0 41.025
 2400 206 170 0 41.025
 2500 229 189 0 42.6
 2600 237 196 0 42.6
 2800 255 211 0 49.35
 2900 254 213 0 49.35
 3000 251 214 0 49.35
 3100 251 216 0 49.35
 3200 251 213 0 49.35
 3300 254 212 0 49.35
 3400 252 214 0 49.35
 3500 255 214 0 57.6
 3600 256 217 0 63.075
 3700 256 218 0 70.425
 3800 257 215 0 72.975
 4000 256 227 0 77.17499999999998
 4100 258 244 0 77.17499999999998
 4200 260 258 0 77.17499999999998
 4300 264 288 0 77.17499999999998
 4400 266 306 0 77.17499999999998
 4600 269 349 0 77.17499999999998
 4700 272 366 0 76.57499999999999
 4800 279 378 0 75.975
 4900 282 407 0 75.975
 5000 287 422 0 75.975
 5100 292 439 0 75.975
 5200 293 466 0 75.975
 5300 297 482 0 74.77499999999999
 5400 297 495 0 73.57499999999999
 5500 304 518 0 71.17499999999998
 5600 312 528 0 69.97499999999998
 5700 313 541 0 69.97499999999998
 5800 321 569 0 69.97499999999998
 5900 327 581 0 67.42499999999998
 6000 333 593 0 64.87499999999999
 6100 333 597 0 64.87499999999999
 6200 336 597 0 64.87499999999999
 6300 337 597 0 56.624999999999986
 6400 339 599 0 40.124999999999986
 6500 342 601 0 31.874999999999986
 6600 342 604 0 23.624999999999986
 6700 346 608 0 7.124999999999986
 6800 346 609 0 -1.1250000000000142
 6900 346 609 0 -6.150000000000014
 7000 344 607 0 -12.825000000000014
 7100 344 605 0 -15.150000000000013
 7300 372 593 0 -17.475000000000012
 7400 387 588 0 -17.475000000000012
 7500 401 580 0 -17.475000000000012
 7600 433 574 0 -17.475000000000012
 7700 446 570 0 -17.475000000000012
 7800 460 566 0 -17.475000000000012
 7900 490 558 0 -17.475000000000012
 8000 507 551 0 -17.475000000000012
 8200 546 537 0 -17.475000000000012
 8300 560 531 0 -17.475000000000012
 8500 601 521 0 -17.475000000000012
 8600 615 519 0 -17.475000000000012
 8700 629 519 0 -17.475000000000012
 8800 658 516 0 -19.05000000000001
 8900 673 509 0 -20.62500000000001
 9100 709 500 0 -22.65000000000001
 9200 725 494 0 -24.675000000000008
 9300 737 487 0 -24.675000000000008
 9400 761 475 0 -24.675000000000008
 9500 758 474 0 -24.675000000000008
 9600 756 476 0 -24.675000000000008
 9700 761 474 0 -24.675000000000008
 9800 759 474 0 -16.425000000000008
 9900 756 473 0 -10.500000000000007
 10000 757 475 0 -2.475000000000007
 10100 754 473 0 0.2999999999999927
 10300 768 474 0 4.499999999999993
 10400 789 478 0 4.499999999999993
 10500 804 477 0 4.499999999999993
 10600 838 482 0 4.499999999999993
 10700 859 482 0 4.499999999999993
 10800 880 482 0 4.499999999999993
 10900 920 481 0 4.499999999999993
 11000 937 481 0 4.499999999999993
 11100 958 480 0 4.499999999999993
 11200 994 481 0 4.499999999999993
 11300 1015 481 0 4.499999999999993
 11400 1031 484 0 4.499999999999993
 11500 1063 484 0 4.499999999999993
 11600 1079 486 0 4.499999999999993
 11700 1099 488 0 4.499999999999993
