#iRobot1.data
# T X Y Z S 
 0 1 -1 0 0.0
 100 2 0 0 0.0
 200 5 0 0 0.0
 300 8 0 0 0.0
 400 10 6 0 0.0
 500 10 5 0 8.25
 600 13 7 0 16.5
 700 15 9 0 28.125
 800 18 12 0 32.025
 900 19 12 0 35.025
 1000 24 10 0 39.45
 1100 21 9 0 41.550000000000004
 1200 36 16 0 41.550000000000004
 1300 53 37 0 41.550000000000004
 1400 65 50 0 41.550000000000004
 1500 72 60 0 41.550000000000004
 1600 98 79 0 41.550000000000004
 1700 106 86 0 41.550000000000004
 1900 133 116 0 41.550000000000004
 2000 143 121 0 41.550000000000004
 2100 150 129 0 41.550000000000004
 2200 165 153 0 41.550000000000004
 2300 176 159 0 41.550000000000004
 2400 190 166 0 41.550000000000004
 2500 210 183 0 41.550000000000004
 2600 218 188 0 41.550000000000004
 2800 243 214 0 41.550000000000004
 2900 250 222 0 41.550000000000004
 3000 250 225 0 41.550000000000004
 3100 248 221 0 41.550000000000004
 3200 251 218 0 41.550000000000004
 3400 251 219 0 41.550000000000004
 3500 251 219 0 41.550000000000004
 3600 250 221 0 41.550000000000004
 3700 255 221 0 35.775000000000006
 3800 252 221 0 33.22500000000001
 3900 264 233 0 33.22500000000001
 4000 294 253 0 33.22500000000001
 4100 308 266 0 33.22500000000001
 4200 322 279 0 33.22500000000001
 4300 347 299 0 33.22500000000001
 4400 359 309 0 33.22500000000001
 4500 370 321 0 33.22500000000001
 4600 399 338 0 33.00000000000001
 4700 416 349 0 32.775000000000006
 4900 448 371 0 32.775000000000006
 5000 461 380 0 32.775000000000006
 5100 479 392 0 32.775000000000006
 5200 506 416 0 32.775000000000006
 5300 522 420 0 32.775000000000006
 5500 552 436 0 32.47500000000001
 5600 564 445 0 32.47500000000001
 5700 581 454 0 32.47500000000001
 5800 607 472 0 32.10000000000001
 5900 622 482 0 32.10000000000001
 6100 658 503 0 31.57500000000001
 6200 670 512 0 31.12500000000001
 6300 678 519 0 30.67500000000001
 6400 702 530 0 30.67500000000001
 6500 711 540 0 30.67500000000001
 6600 724 543 0 30.67500000000001
 6700 747 552 0 30.07500000000001
 6800 760 558 0 30.07500000000001
 7000 797 577 0 30.07500000000001
 7100 809 585 0 30.07500000000001
 7200 818 590 0 30.07500000000001
 7300 826 596 0 30.07500000000001
 7400 826 595 0 30.07500000000001
 7500 827 594 0 30.07500000000001
 7600 828 594 0 13.57500000000001
 7700 830 595 0 5.32500000000001
 7800 832 593 0 -2.92499999999999
 7900 834 594 0 -19.42499999999999
 8000 831 597 0 -25.34999999999999
 8100 830 595 0 -29.92499999999999
 8200 828 597 0 -36.374999999999986
 8300 829 597 0 -38.47499999999999
 8400 828 597 0 -40.57499999999999
 8500 855 571 0 -40.57499999999999
 8600 872 557 0 -40.57499999999999
 8700 886 547 0 -40.57499999999999
 8800 912 524 0 -40.57499999999999
 8900 922 511 0 -40.57499999999999
 9000 936 499 0 -40.57499999999999
 9100 960 474 0 -40.57499999999999
 9200 970 462 0 -40.57499999999999
 9400 1013 428 0 -40.57499999999999
 9500 1028 417 0 -40.57499999999999
 9600 1039 409 0 -40.57499999999999
 9700 1064 388 0 -40.57499999999999
 9800 1075 377 0 -40.57499999999999
 10000 1112 343 0 -40.57499999999999
 10100 1121 333 0 -40.57499999999999
 10300 1156 296 0 -40.57499999999999
 10400 1170 283 0 -40.57499999999999
 10500 1180 273 0 -40.57499999999999
 10600 1207 252 0 -40.57499999999999
 10700 1216 245 0 -40.57499999999999
 10900 1238 215 0 -40.57499999999999
 11000 1252 205 0 -39.97499999999999
 11200 1280 173 0 -38.54999999999998
 11300 1287 165 0 -37.72499999999998
 11500 1317 141 0 -35.02499999999998
 11600 1329 132 0 -35.02499999999998
 11800 1360 111 0 -33.89999999999998
 11900 1374 105 0 -33.89999999999998
 12100 1402 83 0 -33.89999999999998
 12200 1402 81 0 -33.89999999999998
 12300 1401 81 0 -33.89999999999998
 12400 1403 83 0 -33.89999999999998
 12500 1406 82 0 -25.649999999999977
 12600 1406 80 0 -17.399999999999977
 12700 1406 78 0 -0.8999999999999773
 12800 1409 80 0 4.350000000000023
 12900 1407 82 0 8.475000000000023
 13000 1407 79 0 14.250000000000021
 13100 1406 82 0 16.800000000000022
 13200 1420 86 0 16.800000000000022
 13300 1458 102 0 16.800000000000022
 13400 1473 109 0 16.800000000000022
 13500 1490 111 0 16.800000000000022
 13600 1521 119 0 16.800000000000022
 13700 1538 124 0 16.800000000000022
 13800 1554 128 0 16.800000000000022
 13900 1590 136 0 16.800000000000022
 14000 1606 138 0 16.800000000000022
 14100 1626 140 0 16.800000000000022
 14200 1663 150 0 16.800000000000022
 14300 1678 151 0 16.800000000000022
 14400 1694 156 0 16.800000000000022
 14500 1723 170 0 16.800000000000022
 14600 1744 177 0 16.800000000000022
 14700 1759 184 0 16.800000000000022
 14800 1798 191 0 16.800000000000022
 14900 1818 193 0 16.800000000000022
 15000 1833 194 0 16.800000000000022
 15100 1870 208 0 16.800000000000022
 15200 1888 213 0 16.800000000000022
 15300 1902 218 0 16.800000000000022
 15400 1936 230 0 16.800000000000022
 15500 1955 237 0 16.800000000000022
 15600 1971 246 0 16.800000000000022
 15700 2000 257 0 16.800000000000022
 15800 2020 260 0 16.800000000000022
 15900 2034 266 0 16.800000000000022
 16000 2071 270 0 16.800000000000022
 16100 2088 271 0 16.800000000000022
 16200 2107 278 0 16.800000000000022
 16300 2146 287 0 16.800000000000022
 16400 2163 294 0 16.800000000000022
 16500 2178 295 0 16.800000000000022
 16600 2213 312 0 16.800000000000022
 16700 2233 316 0 16.800000000000022
 16800 2251 318 0 16.800000000000022
 16900 2286 324 0 17.025000000000023
 17000 2304 326 0 17.250000000000025
