#iRobot3.data
# T X Y Z 
 0 3 -3 0
 100 2 0 0
 200 1 -3 0
 300 0 -2 0
 400 6 -2 0
 500 6 -2 0
 600 6 -2 0
 700 7 -5 0
 800 7 -6 0
 900 5 -3 0
 1000 3 -5 0
 1100 16 5 0
 1200 27 18 0
 1300 47 39 0
 1400 56 49 0
 1500 68 62 0
 1600 91 81 0
 1700 98 88 0
 1800 108 101 0
 1900 126 119 0
 2000 137 126 0
 2100 144 136 0
 2200 162 156 0
 2300 169 167 0
 2400 177 177 0
 2500 197 194 0
 2600 210 201 0
 2800 246 225 0
 2900 249 222 0
 3000 252 222 0
 3100 254 220 0
 3200 251 221 0
 3400 253 220 0
 3500 255 217 0
 3600 255 218 0
 3700 258 220 0
 3800 260 222 0
 3900 277 230 0
 4000 309 250 0
 4100 327 261 0
 4200 347 271 0
 4300 380 291 0
 4400 396 296 0
 4500 410 305 0
 4600 437 325 0
 4700 451 337 0
 4800 469 342 0
 4900 502 357 0
 5000 516 362 0
 5100 535 367 0
 5200 570 390 0
 5300 590 395 0
 5500 633 419 0
 5600 650 428 0
 5800 691 448 0
 5900 704 453 0
 6100 746 478 0
 6200 763 484 0
 6300 778 491 0
 6400 804 509 0
 6500 815 520 0
 6600 830 530 0
 6700 856 543 0
 6800 866 554 0
 6900 876 563 0
 7000 896 573 0
 7100 905 582 0
 7200 914 584 0
 7300 941 598 0
 7400 955 606 0
 7500 967 614 0
 7600 990 628 0
 7700 1006 630 0
 7900 1045 648 0
 8000 1059 651 0
 8200 1094 666 0
 8300 1102 669 0
 8400 1116 676 0
 8500 1118 674 0
 8600 1116 676 0
 8700 1114 676 0
 8800 1114 671 0
 8900 1115 668 0
 9000 1115 667 0
 9100 1114 670 0
 9200 1112 672 0
 9300 1109 674 0
 9400 1109 670 0
 9500 1109 668 0
 9600 1109 668 0
 9700 1118 641 0
 9800 1126 626 0
 9900 1129 613 0
 10000 1137 592 0
 10100 1145 580 0
 10200 1149 564 0
 10300 1167 540 0
 10400 1170 526 0
 10600 1188 485 0
 10700 1194 476 0
 10900 1212 443 0
 11000 1217 431 0
 11100 1223 424 0
 11200 1221 423 0
 11300 1221 422 0
 11400 1222 422 0
 11500 1222 424 0
 11600 1223 423 0
 11700 1222 423 0
 11800 1221 428 0
 11900 1223 425 0
 12000 1225 427 0
 12100 1260 418 0
 12200 1278 417 0
 12300 1295 417 0
 12400 1329 414 0
 12500 1343 413 0
 12600 1360 413 0
 12700 1396 408 0
 12800 1413 405 0
 12900 1431 401 0
 13000 1470 398 0
 13100 1487 395 0
 13200 1508 393 0
 13300 1546 392 0
 13400 1564 390 0
 13500 1578 388 0
 13600 1612 384 0
 13700 1632 382 0
 13800 1651 379 0
 13900 1686 371 0
 14000 1702 366 0
 14100 1718 364 0
 14200 1750 358 0
 14300 1765 358 0
 14400 1784 354 0
 14500 1823 344 0
 14600 1844 340 0
 14700 1865 337 0
 14800 1902 328 0
 14900 1924 324 0
 15000 1941 321 0
 15100 1978 314 0
 15200 2000 314 0
 15300 2015 313 0
 15400 2045 312 0
 15500 2060 306 0
 15600 2076 303 0
 15700 2115 299 0
 15800 2130 299 0
 15900 2151 295 0
 16000 2183 295 0
 16100 2204 294 0
 16200 2224 288 0
 16300 2259 283 0
 16400 2277 279 0
 16600 2321 265 0
 16700 2338 259 0
 16800 2355 254 0
 16900 2385 254 0
 17000 2403 251 0
 17200 2451 241 0
 17300 2464 240 0
 17500 2505 225 0
 17600 2519 224 0
 17700 2534 224 0
 17800 2566 218 0
 17900 2580 213 0
 18000 2593 213 0
 18100 2625 209 0
 18200 2640 209 0
 18400 2674 203 0
 18500 2684 198 0
 18600 2695 195 0
 18700 2723 191 0
 18800 2737 187 0
 19000 2761 189 0
 19100 2762 192 0
 19300 2763 186 0
 19400 2763 189 0
 19500 2760 191 0
 19600 2760 192 0
 19700 2760 195 0
 19800 2757 196 0
 19900 2752 194 0
 20000 2751 195 0
 20100 2750 195 0
 20200 2751 196 0
 20300 2751 196 0
 20400 2753 199 0
 20500 2753 202 0
 20600 2750 203 0
 20700 2748 202 0
 20800 2724 228 0
 20900 2712 242 0
 21000 2700 258 0
 21100 2676 281 0
 21200 2663 297 0
 21300 2654 310 0
 21400 2631 332 0
 21500 2620 346 0
 21600 2604 356 0
 21700 2576 376 0
 21800 2567 391 0
 21900 2556 402 0
 22000 2531 429 0
 22100 2517 445 0
 22200 2506 460 0
 22300 2485 488 0
 22400 2474 501 0
 22500 2460 512 0
 22600 2437 545 0
 22700 2429 556 0
 22800 2421 566 0
 22900 2392 592 0
 23000 2381 602 0
 23100 2369 612 0
 23200 2349 642 0
 23300 2338 653 0
 23400 2328 669 0
 23500 2306 697 0
 23600 2297 708 0
 23700 2287 718 0
 23800 2262 741 0
 23900 2251 751 0
 24000 2237 763 0
 24100 2210 789 0
 24200 2199 800 0
 24300 2185 810 0
 24400 2161 836 0
 24500 2149 848 0
 24600 2138 861 0
 24700 2108 894 0
 24800 2099 911 0
 24900 2085 925 0
 25000 2066 952 0
 25100 2054 963 0
 25200 2042 973 0
 25300 2022 996 0
 25400 2009 1009 0
 25500 1997 1026 0
 25600 1974 1046 0
 25700 1964 1059 0
 25800 1949 1070 0
 25900 1925 1096 0
 26000 1914 1110 0
 26100 1905 1125 0
 26200 1878 1149 0
 26300 1868 1159 0
 26400 1858 1172 0
 26500 1832 1194 0
 26600 1818 1204 0
 26700 1806 1219 0
 26800 1779 1248 0
 26900 1769 1259 0
 27000 1755 1273 0
 27100 1729 1299 0
 27200 1717 1314 0
 27300 1702 1330 0
 27400 1681 1358 0
 27500 1670 1368 0
 27600 1661 1379 0
 27700 1634 1403 0
 27800 1618 1419 0
 27900 1604 1435 0
 28000 1582 1458 0
 28100 1570 1468 0
 28200 1562 1484 0
 28300 1541 1515 0
 28400 1526 1525 0
 28500 1510 1539 0
 28600 1492 1563 0
 28700 1483 1573 0
 28800 1468 1588 0
 28900 1446 1620 0
 29000 1437 1633 0
 29100 1423 1646 0
 29200 1394 1675 0
 29300 1385 1690 0
 29400 1374 1700 0
 29500 1346 1723 0
 29600 1334 1734 0
 29700 1322 1751 0
 29800 1297 1774 0
 29900 1283 1786 0
 30000 1268 1803 0
 30100 1239 1824 0
 30200 1229 1840 0
 30300 1213 1857 0
 30400 1192 1881 0
 30500 1181 1895 0
 30600 1166 1907 0
 30700 1147 1939 0
 30800 1137 1955 0
 30900 1125 1967 0
 31000 1102 1991 0
 31100 1087 2005 0
 31300 1051 2047 0
 31400 1037 2058 0
 31600 997 2093 0
 31700 986 2105 0
 31900 955 2142 0
 32000 944 2151 0
 32200 906 2183 0
 32300 898 2191 0
 32500 869 2229 0
 32600 856 2240 0
 32800 827 2266 0
 32900 820 2276 0
 33100 789 2309 0
 33200 779 2319 0
 33400 755 2345 0
 33500 748 2350 0
 33700 727 2377 0
 33800 714 2383 0
 34000 694 2394 0
 34100 696 2395 0
 34200 698 2392 0
 34300 698 2393 0
 34400 699 2396 0
 34500 701 2394 0
 34600 701 2393 0
 34700 700 2396 0
 34800 698 2397 0
 34900 702 2393 0
 35000 704 2392 0
 35100 706 2390 0
 35200 701 2388 0
 35300 699 2388 0
 35400 702 2389 0
 35500 700 2390 0
 35600 702 2393 0
 35700 699 2393 0
 35800 702 2398 0
 35900 702 2395 0
 36000 701 2395 0
 36100 701 2397 0
 36200 698 2394 0
 36300 713 2397 0
 36400 752 2399 0
 36500 774 2397 0
 36600 795 2399 0
 36700 833 2398 0
 36800 852 2395 0
 36900 871 2395 0
 37000 909 2397 0
 37100 927 2396 0
 37200 948 2394 0
 37300 981 2395 0
 37400 996 2397 0
 37500 1018 2398 0
 37600 1053 2398 0
 37700 1070 2398 0
 37800 1087 2397 0
 37900 1121 2394 0
 38000 1139 2394 0
 38100 1160 2393 0
 38200 1203 2397 0
 38300 1218 2395 0
 38400 1238 2398 0
 38500 1275 2401 0
 38600 1294 2404 0
 38700 1309 2407 0
 38800 1351 2409 0
 38900 1366 2409 0
 39000 1386 2411 0
 39100 1422 2413 0
 39200 1441 2414 0
 39300 1456 2414 0
 39400 1491 2412 0
 39500 1510 2413 0
 39600 1530 2413 0
 39700 1572 2411 0
 39800 1587 2410 0
 39900 1607 2410 0
 40000 1649 2410 0
 40100 1665 2410 0
 40200 1685 2409 0
 40300 1724 2415 0
 40400 1742 2413 0
 40500 1757 2411 0
 40600 1788 2417 0
 40700 1808 2416 0
 40800 1826 2414 0
 40900 1861 2418 0
 41000 1876 2421 0
 41100 1895 2424 0
 41200 1930 2427 0
 41300 1948 2427 0
 41400 1963 2425 0
 41500 1993 2425 0
 41600 2012 2427 0
 41700 2027 2426 0
 41800 2067 2425 0
 41900 2089 2427 0
 42000 2105 2428 0
 42100 2140 2428 0
 42200 2162 2426 0
 42300 2176 2424 0
 42400 2208 2428 0
 42500 2223 2428 0
 42600 2237 2431 0
 42700 2277 2433 0
 42800 2295 2437 0
 42900 2315 2437 0
 43000 2356 2445 0
 43100 2375 2445 0
 43200 2389 2448 0
 43300 2424 2453 0
 43400 2440 2452 0
 43500 2461 2451 0
 43600 2501 2450 0
 43700 2516 2451 0
 43800 2538 2455 0
 43900 2578 2455 0
 44000 2598 2458 0
 44100 2612 2458 0
 44200 2653 2461 0
 44300 2672 2463 0
 44400 2692 2465 0
 44500 2730 2469 0
 44600 2745 2471 0
 44700 2765 2471 0
 44800 2800 2476 0
 44900 2821 2475 0
 45000 2841 2478 0
 45100 2869 2481 0
 45200 2890 2481 0
 45300 2907 2483 0
 45400 2934 2485 0
 45500 2953 2485 0
 45600 2974 2485 0
 45700 3013 2484 0
 45800 3031 2486 0
 46000 3088 2488 0
 46100 3105 2487 0
 46200 3120 2487 0
 46300 3146 2487 0
 46400 3160 2487 0
 46600 3209 2491 0
 46700 3227 2494 0
 46800 3243 2498 0
 46900 3272 2500 0
 47000 3287 2504 0
 47200 3334 2508 0
 47300 3345 2507 0
 47400 3355 2512 0
 47500 3388 2517 0
 47600 3404 2520 0
 47800 3440 2527 0
 47900 3456 2527 0
 48000 3472 2528 0
 48100 3468 2531 0
 48200 3470 2531 0
 48300 3469 2530 0
 48400 3473 2526 0
 48500 3473 2527 0
 48600 3476 2525 0
 48700 3477 2525 0
 48800 3480 2527 0
 48900 3482 2528 0
 49000 3485 2532 0
 49100 3482 2529 0
 49200 3483 2528 0
 49300 3482 2528 0
 49400 3485 2528 0
 49500 3488 2529 0
 49600 3487 2526 0
 49700 3486 2524 0
 49800 3486 2524 0
 49900 3486 2519 0
 50000 3482 2502 0
 50100 3478 2488 0
 50200 3469 2454 0
 50300 3465 2438 0
 50400 3459 2422 0
 50500 3449 2389 0
 50600 3444 2371 0
 50700 3438 2352 0
 50800 3432 2319 0
 50900 3432 2298 0
 51000 3432 2276 0
 51100 3425 2241 0
 51200 3419 2222 0
 51300 3413 2201 0
 51400 3409 2162 0
 51500 3403 2147 0
 51600 3401 2130 0
 51700 3392 2090 0
 51800 3387 2071 0
 51900 3380 2050 0
 52000 3375 2016 0
 52100 3370 1999 0
 52200 3369 1983 0
 52300 3369 1944 0
 52400 3365 1927 0
 52500 3362 1910 0
 52600 3356 1874 0
 52700 3356 1858 0
 52800 3356 1843 0
 52900 3348 1812 0
 53000 3344 1794 0
 53100 3340 1780 0
 53200 3331 1742 0
 53300 3331 1726 0
 53500 3316 1676 0
 53600 3312 1659 0
 53700 3308 1637 0
 53800 3304 1597 0
 53900 3299 1580 0
 54000 3294 1559 0
 54100 3289 1519 0
 54200 3283 1505 0
 54300 3279 1487 0
 54400 3272 1448 0
 54500 3271 1432 0
 54700 3255 1370 0
 54800 3252 1350 0
 54900 3249 1330 0
 55000 3246 1293 0
 55100 3241 1280 0
 55300 3231 1236 0
 55400 3226 1217 0
 55600 3219 1166 0
 55700 3215 1154 0
 55900 3206 1114 0
 56000 3199 1096 0
 56100 3193 1081 0
 56200 3187 1057 0
 56300 3182 1043 0
 56500 3173 1004 0
 56600 3170 990 0
 56800 3161 949 0
 56900 3157 940 0
 57100 3149 905 0
 57200 3145 891 0
 57300 3144 876 0
 57400 3135 847 0
 57500 3135 844 0
 57600 3133 843 0
 57700 3131 842 0
 57800 3132 844 0
